year,monty,day,special day,gj_high temp,bs_high temp,s_high temp,MWh*1000,,,year,monty,day,gj_high temp,bs_high temp,s_high temp
2014,1,1,1,5.2,8,8.6,1199.18481,,,2013,1,1,5.2,8,8.6
2014,1,2,0,1.4,3.6,6.6,1402.68571,,,2013,1,2,1.4,3.6,6.6
2014,1,3,0,-2.7,-1,9.9,1466.2479,,,2013,1,3,-2.7,-1,9.9
2014,1,4,1,-0.7,2.8,9.6,1371.82935,,,2013,1,4,-0.7,2.8,9.6
2014,1,5,1,2.9,3.4,9,1269.57531,,,2013,1,5,2.9,3.4,9
2014,1,6,0,3,6.6,7,1482.60904,,,2013,1,6,3,6.6,7
2014,1,7,0,3.6,7.1,11,1516.8329,,,2013,1,7,3.6,7.1,11
2014,1,8,0,5.3,7,6.5,1521.168,,,2013,1,8,5.3,7,6.5
2014,1,9,0,0.2,2.5,5.2,1579.24765,,,2013,1,9,0.2,2.5,5.2
2014,1,10,0,0.7,4.5,3.5,1582.84173,,,2013,1,10,0.7,4.5,3.5
2014,1,11,1,5.1,7.7,0.2,1431.89192,,,2013,1,11,5.1,7.7,0.2
2014,1,12,1,8.3,11.3,0.3,1312.51012,,,2013,1,12,8.3,11.3,0.3
2014,1,13,0,4.8,8.1,-4.3,1542.68428,,,2013,1,13,4.8,8.1,-4.3
2014,1,14,0,6.4,11,-1.4,1580.09961,,,2013,1,14,6.4,11,-1.4
2014,1,15,0,6.4,10.1,0.7,1571.57481,,,2013,1,15,6.4,10.1,0.7
2014,1,16,0,3.4,10.3,0.5,1562.42343,,,2013,1,16,3.4,10.3,0.5
2014,1,17,0,0.3,5.1,4.7,1546.88564,,,2013,1,17,0.3,5.1,4.7
2014,1,18,1,4.7,6.8,6.5,1433.49373,,,2013,1,18,4.7,6.8,6.5
2014,1,19,1,6.8,8.4,-0.9,1322.75015,,,2013,1,19,6.8,8.4,-0.9
2014,1,20,0,10.8,11,-0.1,1513.26039,,,2013,1,20,10.8,11,-0.1
2014,1,21,0,7.9,9,0.9,1584.26425,,,2013,1,21,7.9,9,0.9
2014,1,22,0,6.4,9,3.1,1569.76036,,,2013,1,22,6.4,9,3.1
2014,1,23,0,3.7,8.3,2.3,1556.83291,,,2013,1,23,3.7,8.3,2.3
2014,1,24,0,3.9,6.9,4,1521.30618,,,2013,1,24,3.9,6.9,4
2014,1,25,1,0.3,4.8,3.7,1381.19509,,,2013,1,25,0.3,4.8,3.7
2014,1,26,1,0.3,3.7,2.7,1291.78006,,,2013,1,26,0.3,3.7,2.7
2014,1,27,0,-0.3,3.2,-3.7,1491.79725,,,2013,1,27,-0.3,3.2,-3.7
2014,1,28,0,5.9,7.6,-2.7,1490.56225,,,2013,1,28,5.9,7.6,-2.7
2014,1,29,0,11,10.4,1.6,1398.47272,,,2013,1,29,11,10.4,1.6
2014,1,30,1,13.8,13.1,6.3,1146.63551,,,2013,1,30,13.8,13.1,6.3
2014,1,31,1,15.4,13.3,8,1046.59211,,,2013,1,31,15.4,13.3,8
2014,2,1,1,14.5,13.4,9.3,1072.90133,,,2013,2,1,14.5,13.4,9.3
2014,2,2,1,7.3,13.5,3.7,1110.83326,,,2013,2,2,7.3,13.5,3.7
2014,2,3,0,3.8,9,-1.1,1395.60474,,,2013,2,3,3.8,9,-1.1
2014,2,4,0,6.2,11.9,2.5,1557.47919,,,2013,2,4,6.2,11.9,2.5
2014,2,5,0,4.5,8.8,2.7,1578.9601,,,2013,2,5,4.5,8.8,2.7
2014,2,6,0,3.5,9.3,0.2,1555.4867,,,2013,2,6,3.5,9.3,0.2
2014,2,7,0,1.2,3.2,-2.6,1527.42557,,,2013,2,7,1.2,3.2,-2.6
2014,2,8,1,-1.4,2.8,-6.1,1394.85132,,,2013,2,8,-1.4,2.8,-6.1
2014,2,9,1,2,5.2,-2.6,1287.12622,,,2013,2,9,2,5.2,-2.6
2014,2,10,0,5,8.4,-0.5,1502.71437,,,2013,2,10,5,8.4,-0.5
2014,2,11,0,4.4,7.3,-0.9,1532.24571,,,2013,2,11,4.4,7.3,-0.9
2014,2,12,0,2.1,6.6,-1.9,1513.62022,,,2013,2,12,2.1,6.6,-1.9
2014,2,13,0,6.9,7.7,2.9,1515.52081,,,2013,2,13,6.9,7.7,2.9
2014,2,14,0,9,10.2,5.2,1506.65024,,,2013,2,14,9,10.2,5.2
2014,2,15,1,7.1,10.5,1.5,1362.979,,,2013,2,15,7.1,10.5,1.5
2014,2,16,1,6.8,8.4,2.6,1253.82,,,2013,2,16,6.8,8.4,2.6
2014,2,17,0,6.1,8.2,5.8,1446.55482,,,2013,2,17,6.1,8.2,5.8
2014,2,18,0,6.3,7.1,3.1,1498.69513,,,2013,2,18,6.3,7.1,3.1
2014,2,19,0,4.8,6.4,0.6,1501.59415,,,2013,2,19,4.8,6.4,0.6
2014,2,20,0,5,7.2,0,1499.56651,,,2013,2,20,5,7.2,0
2014,2,21,0,7.1,8.6,2.5,1490.64391,,,2013,2,21,7.1,8.6,2.5
2014,2,22,1,9.2,10.6,4.3,1368.11151,,,2013,2,22,9.2,10.6,4.3
2014,2,23,1,5.9,8.3,2.4,1242.54178,,,2013,2,23,5.9,8.3,2.4
2014,2,24,0,9,10.5,5.3,1421.97914,,,2013,2,24,9,10.5,5.3
2014,2,25,0,14,12.3,8.6,1438.82322,,,2013,2,25,14,12.3,8.6
2014,2,26,0,10.8,10.8,7.5,1436.80676,,,2013,2,26,10.8,10.8,7.5
2014,2,27,0,16.3,17.2,8.8,1416.64648,,,2013,2,27,16.3,17.2,8.8
2014,2,28,0,19.8,16.4,13.9,1411.05204,,,2013,2,28,19.8,16.4,13.9
2014,3,1,1,12.9,14.2,7.7,1291.80286,,,2013,3,1,12.9,14.2,7.7
2014,3,2,1,5.8,8.6,3.1,1191.36004,,,2013,3,2,5.8,8.6,3.1
2014,3,3,0,7.7,12.1,4.8,1402.21526,,,2013,3,3,7.7,12.1,4.8
2014,3,4,0,12.9,11.8,8.9,1456.03878,,,2013,3,4,12.9,11.8,8.9
2014,3,5,0,14.5,13.6,9.1,1472.38502,,,2013,3,5,14.5,13.6,9.1
2014,3,6,0,19.2,16.4,14.3,1493.25863,,,2013,3,6,19.2,16.4,14.3
2014,3,7,0,15.8,15.1,11.7,1498.83719,,,2013,3,7,15.8,15.1,11.7
2014,3,8,1,20.3,17.4,14.1,1371.29212,,,2013,3,8,20.3,17.4,14.1
2014,3,9,1,26.8,17.8,23.8,1240.33469,,,2013,3,9,26.8,17.8,23.8
2014,3,10,0,14.3,16.1,7.9,1454.2717,,,2013,3,10,14.3,16.1,7.9
2014,3,11,0,16.6,13.4,12.1,1481.41454,,,2013,3,11,16.6,13.4,12.1
2014,3,12,0,19.7,15.1,11.7,1474.58815,,,2013,3,12,19.7,15.1,11.7
2014,3,13,0,15.5,16.7,8.4,1485.24679,,,2013,3,13,15.5,16.7,8.4
2014,3,14,0,12,9.3,9.8,1468.20345,,,2013,3,14,12,9.3,9.8
2014,3,15,1,15.3,13.4,10.5,1336.33783,,,2013,3,15,15.3,13.4,10.5
2014,3,16,1,18.3,17.6,12.7,1186.99648,,,2013,3,16,18.3,17.6,12.7
2014,3,17,0,16.4,16.2,15.9,1354.88525,,,2013,3,17,16.4,16.2,15.9
2014,3,18,0,13.9,16.2,14.2,1377.89533,,,2013,3,18,13.9,16.2,14.2
2014,3,19,0,19.6,16.2,11.4,1399.81808,,,2013,3,19,19.6,16.2,11.4
2014,3,20,0,13.5,16.6,8.5,1422.1885,,,2013,3,20,13.5,16.6,8.5
2014,3,21,0,11.8,10,7.2,1428.53573,,,2013,3,21,11.8,10,7.2
2014,3,22,1,13.3,13.8,6.9,1297.36023,,,2013,3,22,13.3,13.8,6.9
2014,3,23,1,17.7,14.4,12.1,1183.95522,,,2013,3,23,17.7,14.4,12.1
2014,3,24,0,11.3,17.1,10.2,1351.13016,,,2013,3,24,11.3,17.1,10.2
2014,3,25,0,7.7,14.1,7.8,1380.42929,,,2013,3,25,7.7,14.1,7.8
2014,3,26,0,15.9,13.4,10.4,1374.41778,,,2013,3,26,15.9,13.4,10.4
2014,3,27,0,19.2,15.6,14.9,1369.60098,,,2013,3,27,19.2,15.6,14.9
2014,3,28,0,20,19.3,12,1348.2937,,,2013,3,28,20,19.3,12
2014,3,29,1,14.7,15.2,10.4,1257.15109,,,2013,3,29,14.7,15.2,10.4
2014,3,30,1,16.2,14.8,10.2,1141.2518,,,2013,3,30,16.2,14.8,10.2
2014,3,31,0,16.1,13.7,13.2,1299.71507,,,2013,3,31,16.1,13.7,13.2
2014,4,1,0,20.8,16.8,13.4,1339.24228,,,2013,4,1,20.8,16.8,13.4
2014,4,2,0,11.2,17.8,9.5,1332.43321,,,2013,4,2,11.2,17.8,9.5
2014,4,3,0,18.6,17.7,14.1,1349.32698,,,2013,4,3,18.6,17.7,14.1
2014,4,4,0,24.1,19.2,19.8,1368.79745,,,2013,4,4,24.1,19.2,19.8
2014,4,5,1,21.7,17.5,19.9,1279.2535,,,2013,4,5,21.7,17.5,19.9
2014,4,6,1,14.4,14.3,13,1174.84834,,,2013,4,6,14.4,14.3,13
2014,4,7,0,8.2,14,9.6,1327.27285,,,2013,4,7,8.2,14,9.6
2014,4,8,0,17,17.3,13.8,1352.72656,,,2013,4,8,17,17.3,13.8
2014,4,9,0,14,16.8,10.7,1346.73854,,,2013,4,9,14,16.8,10.7
2014,4,10,0,9.5,12.1,8.1,1347.22746,,,2013,4,10,9.5,12.1,8.1
2014,4,11,0,13.8,14.8,9.6,1346.76665,,,2013,4,11,13.8,14.8,9.6
2014,4,12,1,13.1,15,11.9,1240.83789,,,2013,4,12,13.1,15,11.9
2014,4,13,1,20.7,16.3,17.5,1131.31176,,,2013,4,13,20.7,16.3,17.5
2014,4,14,0,18,18.7,12.2,1290.92304,,,2013,4,14,18,18.7,12.2
2014,4,15,0,22.1,15.8,12.5,1331.11018,,,2013,4,15,22.1,15.8,12.5
2014,4,16,0,25,19.8,19.1,1333.43017,,,2013,4,16,25,19.8,19.1
2014,4,17,0,24.6,18.1,20.6,1341.41986,,,2013,4,17,24.6,18.1,20.6
2014,4,18,0,19.5,18,16.3,1334.46933,,,2013,4,18,19.5,18,16.3
2014,4,19,1,18.7,12.8,15,1233.35463,,,2013,4,19,18.7,12.8,15
2014,4,20,1,10.1,9.2,10.1,1119.97191,,,2013,4,20,10.1,9.2,10.1
2014,4,21,0,16.2,15.8,15.3,1275.60764,,,2013,4,21,16.2,15.8,15.3
2014,4,22,0,21.2,18.5,17.2,1305.85173,,,2013,4,22,21.2,18.5,17.2
2014,4,23,0,15.2,13.8,14.8,1306.50106,,,2013,4,23,15.2,13.8,14.8
2014,4,24,0,19,23.4,18,1310.27566,,,2013,4,24,19,23.4,18
2014,4,25,0,14.3,20.2,13.8,1307.50756,,,2013,4,25,14.3,20.2,13.8
2014,4,26,1,18.9,19.7,16.3,1208.31391,,,2013,4,26,18.9,19.7,16.3
2014,4,27,1,20.6,19,18.5,1116.9219,,,2013,4,27,20.6,19,18.5
2014,4,28,0,24.3,19.9,21.6,1292.14742,,,2013,4,28,24.3,19.9,21.6
2014,4,29,0,19.3,18.6,17.7,1317.1218,,,2013,4,29,19.3,18.6,17.7
2014,4,30,0,21.7,20.6,19.5,1299.41293,,,2013,4,30,21.7,20.6,19.5
2014,5,1,0,20.9,15.8,18.6,1214.40053,,,2013,5,1,20.9,15.8,18.6
2014,5,2,0,19.5,16.6,17.1,1242.05999,,,2013,5,2,19.5,16.6,17.1
2014,5,3,1,20.7,17.4,18.2,1159.50726,,,2013,5,3,20.7,17.4,18.2
2014,5,4,1,21.6,21.3,19.6,1083.68114,,,2013,5,4,21.6,21.3,19.6
2014,5,5,1,24.6,24.3,20.6,1103.11361,,,2013,5,5,24.6,24.3,20.6
2014,5,6,1,26,27.1,21.3,1151.62694,,,2013,5,6,26,27.1,21.3
2014,5,7,0,27.3,18.5,26.7,1275.25284,,,2013,5,7,27.3,18.5,26.7
2014,5,8,0,29.1,20.4,26.2,1309.32749,,,2013,5,8,29.1,20.4,26.2
2014,5,9,0,24.3,23.8,23,1304.21584,,,2013,5,9,24.3,23.8,23
2014,5,10,1,17.3,23.1,16.1,1219.13233,,,2013,5,10,17.3,23.1,16.1
2014,5,11,1,26.5,24.9,24.8,1123.60515,,,2013,5,11,26.5,24.9,24.8
2014,5,12,0,26.4,23.6,22.5,1266.72038,,,2013,5,12,26.4,23.6,22.5
2014,5,13,0,29.4,22.1,26.8,1307.34579,,,2013,5,13,29.4,22.1,26.8
2014,5,14,0,29.1,24.6,25.3,1304.74648,,,2013,5,14,29.1,24.6,25.3
2014,5,15,0,27.9,23.6,24.4,1300.67484,,,2013,5,15,27.9,23.6,24.4
2014,5,16,0,29.3,16.6,28.3,1298.50809,,,2013,5,16,29.3,16.6,28.3
2014,5,17,1,27,21,26.6,1211.57875,,,2013,5,17,27,21,26.6
2014,5,18,1,25.8,20.8,22.3,1111.41293,,,2013,5,18,25.8,20.8,22.3
2014,5,19,0,20.1,20.2,21.5,1270.19148,,,2013,5,19,20.1,20.2,21.5
2014,5,20,0,21.4,22.1,18.5,1313.92634,,,2013,5,20,21.4,22.1,18.5
2014,5,21,0,28.8,21.8,24.6,1309.31735,,,2013,5,21,28.8,21.8,24.6
2014,5,22,0,30.1,26.4,25.9,1310.66986,,,2013,5,22,30.1,26.4,25.9
2014,5,23,0,31.8,24.8,30.2,1309.49464,,,2013,5,23,31.8,24.8,30.2
2014,5,24,1,32,28.1,27.5,1220.24506,,,2013,5,24,32,28.1,27.5
2014,5,25,1,32.1,24,31.8,1113.26257,,,2013,5,25,32.1,24,31.8
2014,5,26,0,27.3,24.9,28.4,1279.40051,,,2013,5,26,27.3,24.9,28.4
2014,5,27,0,23.4,22.5,22.6,1321.1817,,,2013,5,27,23.4,22.5,22.6
2014,5,28,0,23.2,20.8,20.9,1344.6325,,,2013,5,28,23.2,20.8,20.9
2014,5,29,0,20.2,23.9,18.1,1348.84384,,,2013,5,29,20.2,23.9,18.1
2014,5,30,0,27.5,25.1,25,1352.18022,,,2013,5,30,27.5,25.1,25
2014,5,31,1,26.5,24.4,27.8,1261.64928,,,2013,5,31,26.5,24.4,27.8
2014,6,1,1,24,22,27.9,1165.39165,,,2013,6,1,24,22,27.9
2014,6,2,0,29.4,24.4,30.8,1304.72211,,,2013,6,2,29.4,24.4,30.8
2014,6,3,0,29.9,24.9,26.7,1316.00942,,,2013,6,3,29.9,24.9,26.7
2014,6,4,1,30.1,27.2,28.4,1286.68205,,,2013,6,4,30.1,27.2,28.4
2014,6,5,0,31.8,26.2,30.4,1308.44552,,,2013,6,5,31.8,26.2,30.4
2014,6,6,1,31.8,25.7,30,1252.94484,,,2013,6,6,31.8,25.7,30
2014,6,7,1,30.3,24,31.1,1199.24065,,,2013,6,7,30.3,24,31.1
2014,6,8,1,28.8,24.7,31.2,1126.86897,,,2013,6,8,28.8,24.7,31.2
2014,6,9,0,31.2,23.7,32.4,1291.87479,,,2013,6,9,31.2,23.7,32.4
2014,6,10,0,27.6,26.2,32.2,1346.16649,,,2013,6,10,27.6,26.2,32.2
2014,6,11,0,27.4,23.4,26.7,1329.46805,,,2013,6,11,27.4,23.4,26.7
2014,6,12,0,22.8,25.2,22.5,1326.76072,,,2013,6,12,22.8,25.2,22.5
2014,6,13,0,27.1,24.6,27.5,1332.92503,,,2013,6,13,27.1,24.6,27.5
2014,6,14,1,23.8,23.9,29.7,1247.32076,,,2013,6,14,23.8,23.9,29.7
2014,6,15,1,30.6,26.4,29.1,1154.87384,,,2013,6,15,30.6,26.4,29.1
2014,6,16,0,31.7,25.3,27.5,1320.65762,,,2013,6,16,31.7,25.3,27.5
2014,6,17,0,30.6,27.8,25.8,1369.91066,,,2013,6,17,30.6,27.8,25.8
2014,6,18,0,26.9,23.7,23.1,1368.57665,,,2013,6,18,26.9,23.7,23.1
2014,6,19,0,30.2,23,29.6,1366.83003,,,2013,6,19,30.2,23,29.6
2014,6,20,0,31.8,25.9,31.1,1369.13579,,,2013,6,20,31.8,25.9,31.1
2014,6,21,1,31.7,23.9,31.8,1258.86986,,,2013,6,21,31.7,23.9,31.8
2014,6,22,1,30.4,25.7,29.6,1154.59612,,,2013,6,22,30.4,25.7,29.6
2014,6,23,0,24.8,24.1,26.2,1311.00894,,,2013,6,23,24.8,24.1,26.2
2014,6,24,0,28.6,26.6,29.4,1356.58595,,,2013,6,24,28.6,26.6,29.4
2014,6,25,0,26,25,29.8,1374.72172,,,2013,6,25,26,25,29.8
2014,6,26,0,30.4,27.3,29.7,1385.02464,,,2013,6,26,30.4,27.3,29.7
2014,6,27,0,28.9,26.3,31.8,1377.57019,,,2013,6,27,28.9,26.3,31.8
2014,6,28,1,30.4,27.3,30.6,1275.65303,,,2013,6,28,30.4,27.3,30.6
2014,6,29,1,32.3,27,32.6,1172.98974,,,2013,6,29,32.3,27,32.6
2014,6,30,0,32.8,27.1,31.9,1356.92978,,,2013,6,30,32.8,27.1,31.9
2014,7,1,0,32.3,27.5,31.3,1397.95911,,,2013,7,1,32.3,27.5,31.3
2014,7,2,0,31.4,25.7,27.9,1394.49203,,,2013,7,2,31.4,25.7,27.9
2014,7,3,0,26.8,26.2,30.7,1367.44513,,,2013,7,3,26.8,26.2,30.7
2014,7,4,0,27.5,25.3,27.6,1390.63448,,,2013,7,4,27.5,25.3,27.6
2014,7,5,1,25.3,24.2,30.2,1285.12392,,,2013,7,5,25.3,24.2,30.2
2014,7,6,1,29.5,26.6,30.6,1178.02389,,,2013,7,6,29.5,26.6,30.6
2014,7,7,0,26.3,25.3,29.5,1354.38338,,,2013,7,7,26.3,25.3,29.5
2014,7,8,0,30.5,27.7,26.3,1415.90104,,,2013,7,8,30.5,27.7,26.3
2014,7,9,0,30.8,29,26.2,1444.16984,,,2013,7,9,30.8,29,26.2
2014,7,10,0,31.3,28.9,26.1,1449.49939,,,2013,7,10,31.3,28.9,26.1
2014,7,11,0,32.6,29.2,25.1,1437.28223,,,2013,7,11,32.6,29.2,25.1
2014,7,12,1,31.4,30.5,24.3,1320.44709,,,2013,7,12,31.4,30.5,24.3
2014,7,13,1,33.3,30.4,25.6,1206.8346,,,2013,7,13,33.3,30.4,25.6
2014,7,14,0,31.8,30.5,25.4,1399.23892,,,2013,7,14,31.8,30.5,25.4
2014,7,15,0,32.3,29.8,29.1,1439.11445,,,2013,7,15,32.3,29.8,29.1
2014,7,16,0,32.8,29.7,28.8,1444.01169,,,2013,7,16,32.8,29.7,28.8
2014,7,17,0,30.4,29.4,25.7,1437.85927,,,2013,7,17,30.4,29.4,25.7
2014,7,18,0,32.8,31,27.7,1424.82033,,,2013,7,18,32.8,31,27.7
2014,7,19,1,33,28.4,30.5,1339.13235,,,2013,7,19,33,28.4,30.5
2014,7,20,1,33.5,31.3,30.3,1262.35756,,,2013,7,20,33.5,31.3,30.3
2014,7,21,0,31.6,31.2,28.4,1433.33489,,,2013,7,21,31.6,31.2,28.4
2014,7,22,0,32.9,31.9,29.4,1468.7446,,,2013,7,22,32.9,31.9,29.4
2014,7,23,0,29.2,28.7,26.4,1447.97204,,,2013,7,23,29.2,28.7,26.4
2014,7,24,0,29.5,27.8,27.6,1446.85073,,,2013,7,24,29.5,27.8,27.6
2014,7,25,0,32.1,29.3,30.2,1498.88629,,,2013,7,25,32.1,29.3,30.2
2014,7,26,1,32.8,31.7,31.1,1332.09481,,,2013,7,26,32.8,31.7,31.1
2014,7,27,1,32.3,31.6,31.2,1217.22529,,,2013,7,27,32.3,31.6,31.2
2014,7,28,0,32.3,29.3,26.7,1373.5449,,,2013,7,28,32.3,29.3,26.7
2014,7,29,0,28.7,31.9,29.6,1411.60499,,,2013,7,29,28.7,31.9,29.6
2014,7,30,0,33.2,29.9,29.9,1442.40321,,,2013,7,30,33.2,29.9,29.9
2014,7,31,0,31.9,31.2,29,1441.40436,,,2013,7,31,31.9,31.2,29
2014,8,1,0,34.2,31.1,32.1,1400.79793,,,2013,8,1,34.2,31.1,32.1
2014,8,2,1,32.2,31.4,29.3,1286.76522,,,2013,8,2,32.2,31.4,29.3
2014,8,3,1,30.8,31.5,32.6,1199.91044,,,2013,8,3,30.8,31.5,32.6
2014,8,4,0,32.5,33.2,31.3,1286.06512,,,2013,8,4,32.5,33.2,31.3
2014,8,5,0,31.6,34.3,30.1,1333.01454,,,2013,8,5,31.6,34.3,30.1
2014,8,6,0,34.5,32.5,27.6,1341.67061,,,2013,8,6,34.5,32.5,27.6
2014,8,7,0,36,33.3,32.1,1326.46493,,,2013,8,7,36,33.3,32.1
2014,8,8,0,35.7,31.3,32.8,1321.30297,,,2013,8,8,35.7,31.3,32.8
2014,8,9,1,35.6,32.4,30.8,1240.35614,,,2013,8,9,35.6,32.4,30.8
2014,8,10,1,35.9,33.9,29.4,1166.16893,,,2013,8,10,35.9,33.9,29.4
2014,8,11,0,36.1,33.1,33.2,1341.2441,,,2013,8,11,36.1,33.1,33.2
2014,8,12,0,35.4,32.5,32.6,1403.32744,,,2013,8,12,35.4,32.5,32.6
2014,8,13,0,35,32.6,32.9,1397.78741,,,2013,8,13,35,32.6,32.9
2014,8,14,0,34.7,32.3,32,1355.45387,,,2013,8,14,34.7,32.3,32
2014,8,15,1,34.7,34.4,32.4,1301.18857,,,2013,8,15,34.7,34.4,32.4
2014,8,16,1,35.6,33.5,31.7,1265.15161,,,2013,8,16,35.6,33.5,31.7
2014,8,17,1,34.8,33.1,31.6,1191.51906,,,2013,8,17,34.8,33.1,31.6
2014,8,18,0,36.2,34.1,31.5,1333.8272,,,2013,8,18,36.2,34.1,31.5
2014,8,19,0,35.7,35,32.3,1384.59409,,,2013,8,19,35.7,35,32.3
2014,8,20,0,35.6,33.9,32.3,1402.12324,,,2013,8,20,35.6,33.9,32.3
2014,8,21,0,35.8,33.6,33.9,1405.90858,,,2013,8,21,35.8,33.6,33.9
2014,8,22,0,35.3,31.9,32.3,1396.75725,,,2013,8,22,35.3,31.9,32.3
2014,8,23,1,28.5,30.3,28.7,1303.97038,,,2013,8,23,28.5,30.3,28.7
2014,8,24,1,25.9,26.7,31.5,1208.39137,,,2013,8,24,25.9,26.7,31.5
2014,8,25,0,32,30.7,32.1,1383.32929,,,2013,8,25,32,30.7,32.1
2014,8,26,0,30.9,30.2,31.6,1429.43782,,,2013,8,26,30.9,30.2,31.6
2014,8,27,0,32,33.3,29.3,1396.80271,,,2013,8,27,32,33.3,29.3
2014,8,28,0,32.1,31.4,30.8,1385.61783,,,2013,8,28,32.1,31.4,30.8
2014,8,29,0,31.2,32,26.7,1390.95518,,,2013,8,29,31.2,32,26.7
2014,8,30,1,29.1,27.1,28.3,1276.87308,,,2013,8,30,29.1,27.1,28.3
2014,8,31,1,29.1,27.9,27.9,1181.82245,,,2013,8,31,29.1,27.9,27.9
2014,9,1,0,30.5,28.6,28.2,1358.97244,,,2013,9,1,30.5,28.6,28.2
2014,9,2,0,29.8,28.9,26.9,1393.92473,,,2013,9,2,29.8,28.9,26.9
2014,9,3,0,25.3,24.1,26.8,1381.76242,,,2013,9,3,25.3,24.1,26.8
2014,9,4,0,28.2,28.3,27.5,1389.96619,,,2013,9,4,28.2,28.3,27.5
2014,9,5,0,25.3,26.6,24.1,1368.01551,,,2013,9,5,25.3,26.6,24.1
2014,9,6,1,20.5,22.1,23.1,1200.91984,,,2013,9,6,20.5,22.1,23.1
2014,9,7,1,26.5,22.5,26.9,1046.21656,,,2013,9,7,26.5,22.5,26.9
2014,9,8,1,29.2,27.6,27.9,962.50637,,,2013,9,8,29.2,27.6,27.9
2014,9,9,1,29.1,27.6,26.5,990.76561,,,2013,9,9,29.1,27.6,26.5
2014,9,10,1,28.5,28.9,25.2,1095.21559,,,2013,9,10,28.5,28.9,25.2
2014,9,11,0,28,28.1,20.9,1284.52742,,,2013,9,11,28,28.1,20.9
2014,9,12,0,24.6,28.2,26.3,1359.19377,,,2013,9,12,24.6,28.2,26.3
2014,9,13,1,30.2,29.9,25.2,1270.26701,,,2013,9,13,30.2,29.9,25.2
2014,9,14,1,26.7,29.7,25.3,1158.66392,,,2013,9,14,26.7,29.7,25.3
2014,9,15,0,29.5,31.4,28.2,1347.76658,,,2013,9,15,29.5,31.4,28.2
2014,9,16,0,28.1,28.2,27,1371.40472,,,2013,9,16,28.1,28.2,27
2014,9,17,0,30.1,28.1,29.3,1350.21017,,,2013,9,17,30.1,28.1,29.3
2014,9,18,0,32.1,28.8,31.1,1349.3714,,,2013,9,18,32.1,28.8,31.1
2014,9,19,0,30.9,28.5,30.2,1341.02513,,,2013,9,19,30.9,28.5,30.2
2014,9,20,1,30.4,30.6,28,1232.64532,,,2013,9,20,30.4,30.6,28
2014,9,21,1,30.9,30.5,27.8,1138.02411,,,2013,9,21,30.9,30.5,27.8
2014,9,22,0,31,29.4,27.2,1318.69833,,,2013,9,22,31,29.4,27.2
2014,9,23,0,30.6,28,29,1361.4616,,,2013,9,23,30.6,28,29
2014,9,24,0,27.9,28.2,23.9,1358.9686,,,2013,9,24,27.9,28.2,23.9
2014,9,25,0,24.4,25.4,24.2,1362.4298,,,2013,9,25,24.4,25.4,24.2
2014,9,26,0,23.4,24.9,22.5,1343.1154,,,2013,9,26,23.4,24.9,22.5
2014,9,27,1,25.4,25.8,24,1238.29561,,,2013,9,27,25.4,25.8,24
2014,9,28,1,24.8,27,19.9,1147.58575,,,2013,9,28,24.8,27,19.9
2014,9,29,0,22.9,25.9,19.7,1320.69054,,,2013,9,29,22.9,25.9,19.7
2014,9,30,0,28.5,25.9,25.5,1343.69485,,,2013,9,30,28.5,25.9,25.5
2014,10,1,0,29.8,27.2,27.2,1332.13678,,,2013,10,1,29.8,27.2,27.2
2014,10,2,0,25.4,24.6,22.8,1335.3587,,,2013,10,2,25.4,24.6,22.8
2014,10,3,1,24.1,24.6,21.3,1248.81341,,,2013,10,3,24.1,24.6,21.3
2014,10,4,1,26.3,25.6,25.1,1181.74365,,,2013,10,4,26.3,25.6,25.1
2014,10,5,1,26.4,25.7,28.1,1112.83237,,,2013,10,5,26.4,25.7,28.1
2014,10,6,0,25.4,24.9,25.7,1273.60587,,,2013,10,6,25.4,24.9,25.7
2014,10,7,0,29,29.8,26.9,1319.4367,,,2013,10,7,29,29.8,26.9
2014,10,8,0,24.2,23.5,21.8,1321.99545,,,2013,10,8,24.2,23.5,21.8
2014,10,9,1,24.5,22.1,26.4,1277.91446,,,2013,10,9,24.5,22.1,26.4
2014,10,10,0,22.4,25.5,26.4,1309.42165,,,2013,10,10,22.4,25.5,26.4
2014,10,11,1,23.7,26.4,20.7,1207.07507,,,2013,10,11,23.7,26.4,20.7
2014,10,12,1,23.3,22.7,21.5,1120.81256,,,2013,10,12,23.3,22.7,21.5
2014,10,13,0,26.4,25,23.4,1299.70659,,,2013,10,13,26.4,25,23.4
2014,10,14,0,26.4,26.7,24.4,1335.24477,,,2013,10,14,26.4,26.7,24.4
2014,10,15,0,19.9,25.9,17.4,1336.15098,,,2013,10,15,19.9,25.9,17.4
2014,10,16,0,17.6,19.4,16.8,1339.57734,,,2013,10,16,17.6,19.4,16.8
2014,10,17,0,19.5,20.5,18.9,1336.53726,,,2013,10,17,19.5,20.5,18.9
2014,10,18,1,22.4,22.7,20.2,1234.02746,,,2013,10,18,22.4,22.7,20.2
2014,10,19,1,22.2,22.8,19.5,1143.06255,,,2013,10,19,22.2,22.8,19.5
2014,10,20,0,22.9,24.7,22.9,1319.63574,,,2013,10,20,22.9,24.7,22.9
2014,10,21,0,22.3,23.8,22.2,1353.14587,,,2013,10,21,22.3,23.8,22.2
2014,10,22,0,23.6,21.4,21.7,1340.55965,,,2013,10,22,23.6,21.4,21.7
